subjid,sceneid,sceneorder,desc,cleaned,pattern,pattern (normalised order)
92,4,32,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
92,5,26,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
92,6,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
92,7,2,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
92,8,20,blue ball,blue ball,tg_col tg_type,tg_col tg_type
92,9,10,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
92,10,6,blue ball,blue ball,tg_col tg_type,tg_col tg_type
92,11,28,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
92,12,8,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
92,13,18,green ball,green ball,tg_col tg_type,tg_col tg_type
92,14,16,red ball,red ball,tg_col tg_type,tg_col tg_type
92,15,12,green ball,green ball,tg_col tg_type,tg_col tg_type
92,16,14,red ball,red ball,tg_col tg_type,tg_col tg_type
93,17,2,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,18,28,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,19,12,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,20,32,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,21,20,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,22,6,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,23,4,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,24,22,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,25,16,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,26,14,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,27,18,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,28,30,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,29,10,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,30,26,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
93,31,8,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
93,32,24,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
94,1,26,green ball,green ball,tg_col tg_type,tg_col tg_type
94,2,18,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
94,3,4,green ball,green ball,tg_col tg_type,tg_col tg_type
94,4,12,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
94,5,28,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
94,6,8,blue ball,blue ball,tg_col tg_type,tg_col tg_type
94,7,2,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
94,8,22,blue ball,blue ball,tg_col tg_type,tg_col tg_type
94,9,32,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
94,10,16,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
94,11,24,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
94,12,30,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
94,13,10,green ball,green ball,tg_col tg_type,tg_col tg_type
94,14,20,red ball,red ball,tg_col tg_type,tg_col tg_type
94,15,14,green ball,green ball,tg_col tg_type,tg_col tg_type
94,16,6,red ball,red ball,tg_col tg_type,tg_col tg_type
95,17,18,great big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,18,24,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,19,30,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,20,26,great big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,21,10,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,22,16,big red ball next to the box,large red ball next-to cube,tg_size tg_col tg_type rel lm_type,tg_size tg_col tg_type rel lm_type
95,23,32,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,24,8,giant red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,25,28,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,26,20,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,27,6,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,28,12,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,29,22,little yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,30,14,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,31,4,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
95,32,2,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
96,1,30,green ball,green ball,tg_col tg_type,tg_col tg_type
96,2,24,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
96,3,20,green ball,green ball,tg_col tg_type,tg_col tg_type
96,4,8,red ball on top of the red box,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
96,5,12,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
96,6,4,blue ball,blue ball,tg_col tg_type,tg_col tg_type
96,7,14,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
96,8,26,blue ball,blue ball,tg_col tg_type,tg_col tg_type
96,9,18,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
96,10,6,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
96,11,2,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
96,12,28,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
96,13,22,green ball,green ball,tg_col tg_type,tg_col tg_type
96,14,32,red ball,red ball,tg_col tg_type,tg_col tg_type
96,15,10,green ball,green ball,tg_col tg_type,tg_col tg_type
96,16,16,red ball,red ball,tg_col tg_type,tg_col tg_type
97,17,6,big yellow ball next to the big red box,large yellow ball next-to large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
97,18,26,big blue ball next to the big blue box,large blue ball next-to large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
97,19,18,big yellow ball on top of the red box,large yellow ball on-top-of red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,20,16,big blue ball on top of the blue box,large blue ball on-top-of blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,21,22,the big green ball next to the big blue box,large green ball next-to large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
97,22,10,big red ball next to the red box,large red ball next-to red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,23,4,big green ball on top of the blue box,large green ball on-top-of blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,24,32,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
97,25,2,please pass me the small green ball next to the blue box,small green ball next-to blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,26,14,small red ball next to the red box,small red ball next-to red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,27,20,small green ball on top of the blue box,small green ball on-top-of blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,28,24,small red ball on top of the red box,small red ball on-top-of red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,29,28,small yellow ball next to the small red box,small yellow ball next-to small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
97,30,8,small blue ball next to the blue box,small blue ball next-to blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,31,12,small yellow ball on top of the red box,small yellow ball on-top-of red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
97,32,30,blue ball ,blue ball ,tg_col tg_type ,tg_col tg_type 
98,1,18,green ball,green ball,tg_col tg_type,tg_col tg_type
98,2,8,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
98,3,10,green ball,green ball,tg_col tg_type,tg_col tg_type
98,4,28,red ball on top of the red cube,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
98,5,26,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
98,6,12,blue ball,blue ball,tg_col tg_type,tg_col tg_type
98,7,16,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
98,8,2,blue ball,blue ball,tg_col tg_type,tg_col tg_type
98,9,22,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
98,10,24,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
98,11,4,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
98,12,32,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
98,13,20,green ball,green ball,tg_col tg_type,tg_col tg_type
98,14,14,red ball,red ball,tg_col tg_type,tg_col tg_type
98,15,30,green ball,green ball,tg_col tg_type,tg_col tg_type
98,16,6,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,1,2,Small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,2,20,red ball on the right,red right-hand ball ,tg_col tg_loc tg_type ,tg_col tg_loc tg_type 
100,3,18,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,4,30,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,5,4,Small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,6,32,blue ball,blue ball,tg_col tg_type,tg_col tg_type
100,7,12,Small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,8,16,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,9,28,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,10,24,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,11,26,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,12,22,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,13,10,The big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,14,8,Big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
100,15,14,green ball,green ball,tg_col tg_type,tg_col tg_type
100,16,6,Large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
102,1,18,green ball next to the blue cube,green ball next-to blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
102,2,8,the small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
102,3,10,samll green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
102,4,32,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
102,5,6,the yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
102,6,22,the blue ball,blue ball,tg_col tg_type,tg_col tg_type
102,7,20,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
102,8,28,blue ball,blue ball,tg_col tg_type,tg_col tg_type
102,9,12,the large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
102,10,4,the large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
102,11,2,the large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
102,12,30,lrge blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
102,13,24,green ball,green ball,tg_col tg_type,tg_col tg_type
102,14,26,red ball,red ball,tg_col tg_type,tg_col tg_type
102,15,14,the green ball,green ball,tg_col tg_type,tg_col tg_type
102,16,16,the red ball,red ball,tg_col tg_type,tg_col tg_type
103,17,4,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
103,18,32,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
103,19,10,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
103,20,6,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
103,21,26,green ball,green ball,tg_col tg_type,tg_col tg_type
103,22,30,red ball,red ball,tg_col tg_type,tg_col tg_type
103,23,28,green ball,green ball,tg_col tg_type,tg_col tg_type
103,24,18,red ball,red ball,tg_col tg_type,tg_col tg_type
103,25,12,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
103,26,20,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
103,27,2,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
103,28,22,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
103,29,8,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
103,30,14,blue ball,blue ball,tg_col tg_type,tg_col tg_type
103,31,16,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
103,32,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
104,1,26,green ball,green ball,tg_col tg_type,tg_col tg_type
104,2,8,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
104,3,22,green ball,green ball,tg_col tg_type,tg_col tg_type
104,4,14,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
104,5,18,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
104,6,20,blue ball,blue ball,tg_col tg_type,tg_col tg_type
104,7,10,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
104,8,28,blue ball,blue ball,tg_col tg_type,tg_col tg_type
104,9,30,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
104,10,6,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
104,11,32,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
104,12,24,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
104,13,2,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
104,14,12,red ball,red ball,tg_col tg_type,tg_col tg_type
104,15,16,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
104,16,4,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,17,26,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
105,18,8,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,19,20,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
105,20,12,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,21,10,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,22,2,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,23,30,green ball,green ball,tg_col tg_type,tg_col tg_type
105,24,22,lred ball,red ball,tg_col tg_type,tg_col tg_type
105,25,14,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,26,18,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,27,32,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,28,28,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,29,6,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,30,4,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
105,31,16,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
105,32,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
106,1,14,green ball,green ball,tg_col tg_type,tg_col tg_type
106,2,24,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
106,3,20,green ball,green ball,tg_col tg_type,tg_col tg_type
106,4,26,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
106,5,30,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
106,6,28,blue ball,blue ball,tg_col tg_type,tg_col tg_type
106,7,12,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
106,8,6,blue ball,blue ball,tg_col tg_type,tg_col tg_type
106,9,2,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
106,10,18,blue ball,blue ball,tg_col tg_type,tg_col tg_type
106,11,8,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
106,12,22,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
106,13,4,green ball,green ball,tg_col tg_type,tg_col tg_type
106,14,16,red ball,red ball,tg_col tg_type,tg_col tg_type
106,15,10,green ball,green ball,tg_col tg_type,tg_col tg_type
106,16,32,red ball,red ball,tg_col tg_type,tg_col tg_type
107,17,10,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
107,18,18,large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
107,19,4,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
